file_path,filename,model_provider,model_name,board_format_parsed,prompt_config_parsed,timestamp_parsed,total_puzzles,correct,incorrect,invalid,parse_error,illegal_move,system_error,legacy_invalid,accuracy,first_move_accuracy,model_name_config,prompt_config_config,board_formats_config,client_type,batch_size,timestamp_config,evaluation_duration,hostname,git_commit,correct_rate,incorrect_rate,invalid_rate,parse_error_rate,illegal_move_rate
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/pgn_detailed_cot_20251012_190710.json,pgn_detailed_cot_20251012_190710.json,Qwen,Qwen3-VL-30B-A3B-Instruct,pgn,detailed_cot,20251012_190710,100,1,35,64,11,53,0,0,0.01,0.03,Qwen/Qwen3-VL-30B-A3B-Instruct,detailed_cot,pgn,vllm,100,2025-10-12T19:07:10.319815,00:00:14,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.01,0.35,0.64,0.11,0.53
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/pgn_few_shot_20251012_191029.json,pgn_few_shot_20251012_191029.json,Qwen,Qwen3-VL-30B-A3B-Instruct,pgn,few_shot,20251012_191029,100,0,35,65,14,51,0,0,0.0,0.01,Qwen/Qwen3-VL-30B-A3B-Instruct,few_shot,pgn,vllm,100,2025-10-12T19:10:29.184339,00:00:18,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.35,0.65,0.14,0.51
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/png_basic_20251012_190146.json,png_basic_20251012_190146.json,Qwen,Qwen3-VL-30B-A3B-Instruct,png,basic,20251012_190146,100,0,22,78,0,78,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Instruct,basic,png,vllm,100,2025-10-12T19:01:46.571911,00:00:06,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.22,0.78,0.0,0.78
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/png_cot_20251012_190400.json,png_cot_20251012_190400.json,Qwen,Qwen3-VL-30B-A3B-Instruct,png,cot,20251012_190400,100,0,2,98,88,10,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Instruct,cot,png,vllm,100,2025-10-12T19:04:00.147073,00:00:28,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.02,0.98,0.88,0.1
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/png_detailed_cot_20251012_190730.json,png_detailed_cot_20251012_190730.json,Qwen,Qwen3-VL-30B-A3B-Instruct,png,detailed_cot,20251012_190730,100,0,3,97,76,21,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Instruct,detailed_cot,png,vllm,100,2025-10-12T19:07:30.080094,00:00:28,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.03,0.97,0.76,0.21
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/png_few_shot_20251012_191052.json,png_few_shot_20251012_191052.json,Qwen,Qwen3-VL-30B-A3B-Instruct,png,few_shot,20251012_191052,100,0,10,90,14,76,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Instruct,few_shot,png,vllm,100,2025-10-12T19:10:52.340106,00:00:22,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.1,0.9,0.14,0.76
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/png_ascii_basic_20251012_190208.json,png_ascii_basic_20251012_190208.json,Qwen,Qwen3-VL-30B-A3B-Instruct,png_ascii,basic,20251012_190208,100,0,21,79,0,79,0,0,0.0,0.01,Qwen/Qwen3-VL-30B-A3B-Instruct,basic,"png, ascii",vllm,100,2025-10-12T19:02:08.358244,00:00:06,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.21,0.79,0.0,0.79
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/png_ascii_cot_20251012_190512.json,png_ascii_cot_20251012_190512.json,Qwen,Qwen3-VL-30B-A3B-Instruct,png_ascii,cot,20251012_190512,100,0,0,100,98,2,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Instruct,cot,"png, ascii",vllm,100,2025-10-12T19:05:12.140143,00:00:29,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,0.98,0.02
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/png_ascii_detailed_cot_20251012_190835.json,png_ascii_detailed_cot_20251012_190835.json,Qwen,Qwen3-VL-30B-A3B-Instruct,png_ascii,detailed_cot,20251012_190835,100,0,1,99,70,29,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Instruct,detailed_cot,"png, ascii",vllm,100,2025-10-12T19:08:35.567823,00:00:27,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.01,0.99,0.7,0.29
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/png_ascii_few_shot_20251012_191146.json,png_ascii_few_shot_20251012_191146.json,Qwen,Qwen3-VL-30B-A3B-Instruct,png_ascii,few_shot,20251012_191146,100,0,11,89,17,72,0,0,0.0,0.01,Qwen/Qwen3-VL-30B-A3B-Instruct,few_shot,"png, ascii",vllm,100,2025-10-12T19:11:46.847836,00:00:23,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.11,0.89,0.17,0.72
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/png_fen_basic_20251012_190157.json,png_fen_basic_20251012_190157.json,Qwen,Qwen3-VL-30B-A3B-Instruct,png_fen,basic,20251012_190157,100,0,22,78,0,78,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Instruct,basic,"png, fen",vllm,100,2025-10-12T19:01:57.457938,00:00:06,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.22,0.78,0.0,0.78
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/png_fen_cot_20251012_190433.json,png_fen_cot_20251012_190433.json,Qwen,Qwen3-VL-30B-A3B-Instruct,png_fen,cot,20251012_190433,100,0,2,98,90,8,0,0,0.0,0.01,Qwen/Qwen3-VL-30B-A3B-Instruct,cot,"png, fen",vllm,100,2025-10-12T19:04:33.335844,00:00:33,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.02,0.98,0.9,0.08
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/png_fen_detailed_cot_20251012_190803.json,png_fen_detailed_cot_20251012_190803.json,Qwen,Qwen3-VL-30B-A3B-Instruct,png_fen,detailed_cot,20251012_190803,100,0,7,93,69,24,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Instruct,detailed_cot,"png, fen",vllm,100,2025-10-12T19:08:03.289169,00:00:27,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.07,0.93,0.69,0.24
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/png_fen_few_shot_20251012_191119.json,png_fen_few_shot_20251012_191119.json,Qwen,Qwen3-VL-30B-A3B-Instruct,png_fen,few_shot,20251012_191119,100,0,15,85,15,70,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Instruct,few_shot,"png, fen",vllm,100,2025-10-12T19:11:19.412971,00:00:22,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.15,0.85,0.15,0.7
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/png_pgn_basic_20251012_190219.json,png_pgn_basic_20251012_190219.json,Qwen,Qwen3-VL-30B-A3B-Instruct,png_pgn,basic,20251012_190219,100,2,37,61,0,61,0,0,0.02,0.05,Qwen/Qwen3-VL-30B-A3B-Instruct,basic,"png, pgn",vllm,100,2025-10-12T19:02:19.288494,00:00:06,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.02,0.37,0.61,0.0,0.61
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/png_pgn_cot_20251012_190546.json,png_pgn_cot_20251012_190546.json,Qwen,Qwen3-VL-30B-A3B-Instruct,png_pgn,cot,20251012_190546,100,0,11,89,74,15,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Instruct,cot,"png, pgn",vllm,100,2025-10-12T19:05:46.204265,00:00:28,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.11,0.89,0.74,0.15
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/png_pgn_detailed_cot_20251012_190908.json,png_pgn_detailed_cot_20251012_190908.json,Qwen,Qwen3-VL-30B-A3B-Instruct,png_pgn,detailed_cot,20251012_190908,100,0,18,82,53,29,0,0,0.0,0.01,Qwen/Qwen3-VL-30B-A3B-Instruct,detailed_cot,"png, pgn",vllm,100,2025-10-12T19:09:08.320742,00:00:28,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.18,0.82,0.53,0.29
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Instruct/png_pgn_few_shot_20251012_191214.json,png_pgn_few_shot_20251012_191214.json,Qwen,Qwen3-VL-30B-A3B-Instruct,png_pgn,few_shot,20251012_191214,100,0,28,72,13,59,0,0,0.0,0.04,Qwen/Qwen3-VL-30B-A3B-Instruct,few_shot,"png, pgn",vllm,100,2025-10-12T19:12:14.757006,00:00:21,atl1-1-03-017-16-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.28,0.72,0.13,0.59
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/ascii_basic_20251012_190630.json,ascii_basic_20251012_190630.json,Qwen,Qwen3-VL-30B-A3B-Thinking,ascii,basic,20251012_190630,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,basic,ascii,vllm,100,2025-10-12T19:06:30.930077,00:00:28,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/ascii_cot_20251012_191635.json,ascii_cot_20251012_191635.json,Qwen,Qwen3-VL-30B-A3B-Thinking,ascii,cot,20251012_191635,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,cot,ascii,vllm,100,2025-10-12T19:16:35.252672,00:00:27,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/ascii_detailed_cot_20251012_192233.json,ascii_detailed_cot_20251012_192233.json,Qwen,Qwen3-VL-30B-A3B-Thinking,ascii,detailed_cot,20251012_192233,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,detailed_cot,ascii,vllm,100,2025-10-12T19:22:33.832753,00:00:27,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/ascii_few_shot_20251012_192727.json,ascii_few_shot_20251012_192727.json,Qwen,Qwen3-VL-30B-A3B-Thinking,ascii,few_shot,20251012_192727,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,few_shot,ascii,vllm,100,2025-10-12T19:27:27.038269,00:00:33,atl1-1-03-018-2-0,e6becdd40a7b698cbdd09ab0ad4f4d26fb6a70ae,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/fen_basic_20251012_190403.json,fen_basic_20251012_190403.json,Qwen,Qwen3-VL-30B-A3B-Thinking,fen,basic,20251012_190403,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,basic,fen,vllm,100,2025-10-12T19:04:03.954330,00:00:35,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/fen_cot_20251012_191601.json,fen_cot_20251012_191601.json,Qwen,Qwen3-VL-30B-A3B-Thinking,fen,cot,20251012_191601,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,cot,fen,vllm,100,2025-10-12T19:16:01.558882,00:00:27,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/fen_detailed_cot_20251012_192146.json,fen_detailed_cot_20251012_192146.json,Qwen,Qwen3-VL-30B-A3B-Thinking,fen,detailed_cot,20251012_192146,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,detailed_cot,fen,vllm,100,2025-10-12T19:21:46.739620,00:00:29,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/fen_few_shot_20251012_192651.json,fen_few_shot_20251012_192651.json,Qwen,Qwen3-VL-30B-A3B-Thinking,fen,few_shot,20251012_192651,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,few_shot,fen,vllm,100,2025-10-12T19:26:51.459642,00:00:28,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/pgn_basic_20251012_190713.json,pgn_basic_20251012_190713.json,Qwen,Qwen3-VL-30B-A3B-Thinking,pgn,basic,20251012_190713,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,basic,pgn,vllm,100,2025-10-12T19:07:13.022801,00:00:26,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/pgn_cot_20251012_191708.json,pgn_cot_20251012_191708.json,Qwen,Qwen3-VL-30B-A3B-Thinking,pgn,cot,20251012_191708,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,cot,pgn,vllm,100,2025-10-12T19:17:08.904837,00:00:27,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/pgn_detailed_cot_20251012_192307.json,pgn_detailed_cot_20251012_192307.json,Qwen,Qwen3-VL-30B-A3B-Thinking,pgn,detailed_cot,20251012_192307,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,detailed_cot,pgn,vllm,100,2025-10-12T19:23:07.623942,00:00:26,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/pgn_few_shot_20251012_192806.json,pgn_few_shot_20251012_192806.json,Qwen,Qwen3-VL-30B-A3B-Thinking,pgn,few_shot,20251012_192806,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,few_shot,pgn,vllm,100,2025-10-12T19:28:06.435306,00:00:29,atl1-1-03-018-2-0,e6becdd40a7b698cbdd09ab0ad4f4d26fb6a70ae,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_basic_20251012_190747.json,png_basic_20251012_190747.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png,basic,20251012_190747,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,basic,png,vllm,100,2025-10-12T19:07:47.863803,00:00:34,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_cot_20251012_191752.json,png_cot_20251012_191752.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png,cot,20251012_191752,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,cot,png,vllm,100,2025-10-12T19:17:52.941265,00:00:38,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_detailed_cot_20251012_192343.json,png_detailed_cot_20251012_192343.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png,detailed_cot,20251012_192343,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,detailed_cot,png,vllm,100,2025-10-12T19:23:43.044296,00:00:39,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_few_shot_20251012_193041.json,png_few_shot_20251012_193041.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png,few_shot,20251012_193041,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,few_shot,png,vllm,100,2025-10-12T19:30:41.661124,00:00:39,atl1-1-03-018-2-0,e6becdd40a7b698cbdd09ab0ad4f4d26fb6a70ae,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_ascii_basic_20251012_191249.json,png_ascii_basic_20251012_191249.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_ascii,basic,20251012_191249,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,basic,"png, ascii",vllm,100,2025-10-12T19:12:49.054189,00:00:38,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_ascii_cot_20251012_191925.json,png_ascii_cot_20251012_191925.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_ascii,cot,20251012_191925,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,cot,"png, ascii",vllm,100,2025-10-12T19:19:25.544796,00:00:37,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_ascii_detailed_cot_20251012_192518.json,png_ascii_detailed_cot_20251012_192518.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_ascii,detailed_cot,20251012_192518,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,detailed_cot,"png, ascii",vllm,100,2025-10-12T19:25:18.042087,00:00:39,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_ascii_few_shot_20251012_193222.json,png_ascii_few_shot_20251012_193222.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_ascii,few_shot,20251012_193222,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,few_shot,"png, ascii",vllm,100,2025-10-12T19:32:22.337153,00:00:42,atl1-1-03-018-2-0,e6becdd40a7b698cbdd09ab0ad4f4d26fb6a70ae,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_fen_basic_20251012_191018.json,png_fen_basic_20251012_191018.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_fen,basic,20251012_191018,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,basic,"png, fen",vllm,100,2025-10-12T19:10:18.099881,00:00:36,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
